,Unnamed: 0,purchases,time_spent,n_visits,customer_group_2,customer_group_3,customer_group_4,customer_group_5,customer_group_6,customer_group_7,customer_group_8,customer_group_9,onboarding_True
6,0.0020257677659833,0.1594606691210773,0.8015695404631513,0.6562205064212835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1429,0.4851308645976825,0.832367608877567,0.4686547129507121,0.8905849730003133,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2469,0.8397212543554008,0.0473095124949957,0.4991896056514124,0.1874915732632238,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
782,0.2649704237906166,0.832367608877567,0.8129995917354229,0.5624747197896716,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2633,0.8970099667774087,0.1594606691210773,0.549464704295767,0.2812373598948357,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1936,0.660319260999919,0.3837629823732406,0.6983602666280455,0.4687289331580596,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1883,0.6384409691272993,0.271611825747159,0.7879794195186407,0.1406186799474178,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306,0.1051778624098533,0.0473095124949957,0.2821821287860611,0.3281102532106417,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
907,0.3091321610890527,0.7202164522514855,0.5126907403746293,0.6562205064212835,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1495,0.508143586419253,0.271611825747159,0.3667879426249567,0.3281102532106417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
650,0.2237257920751965,0.4959141389993221,0.4347873205093213,0.3749831465264476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1891,0.6416821975528726,0.1594606691210773,0.1764576500449735,0.6562205064212835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1207,0.4045863382221862,0.271611825747159,0.3687813510064308,0.7499662930528953,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2694,0.9142695081435864,0.271611825747159,0.6474122696255731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1321,0.444534478567377,0.832367608877567,0.6343780651705524,0.4218560398422536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2465,0.8392350700915647,0.3837629823732406,0.6017325537873459,0.8437120796845072,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1951,0.6668017178510656,0.3837629823732406,0.3319982482761201,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
484,0.1666801717851065,0.3837629823732406,0.4212701895986135,0.4687289331580596,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2830,0.9635361802123004,0.6080652956254038,1.0000000000000004,0.0468728933158059,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2141,0.7304918564135808,1.0,0.954702847868107,0.4218560398422536,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1592,0.5387731950409206,0.4959141389993221,0.7922330253587098,0.4218560398422536,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1291,0.4314885341544445,0.6080652956254038,0.2213374337849538,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2513,0.8557653350619886,0.6080652956254038,0.528586665087523,0.4687289331580596,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2499,0.8499311238959566,0.3837629823732406,0.6237595858094469,0.3749831465264476,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,0.6930556680982093,0.271611825747159,0.6787112115040004,0.6562205064212835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
957,0.3247710882424439,0.3837629823732406,0.4496432178473721,0.0937457866316119,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2819,0.9576209383356292,0.6080652956254038,0.6036001296504834,0.9374578663161192,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2897,0.9859816870593956,0.271611825747159,0.4129208283514045,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2094,0.7174459120006483,0.832367608877567,0.6365907054420168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
823,0.2803662588120897,0.4959141389993221,0.6112823125280684,0.8437120796845072,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
110,0.0323312535450935,0.1594606691210773,0.1482004576859941,0.3281102532106417,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
351,0.1208167895632444,0.6080652956254038,0.3385294571598591,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2652,0.9030872700753586,0.4959141389993221,0.2137318763188753,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1113,0.3737946681792399,0.0473095124949957,0.4423089803592308,0.0468728933158059,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1870,0.6331739729357427,1.0,0.6663176920956801,0.2343644665790297,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
139,0.0433514301920427,0.6080652956254038,0.1194683426866238,0.3281102532106417,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2309,0.7889960294951788,0.3837629823732406,0.7920887913093724,0.3281102532106417,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
643,0.2217810550198525,0.7202164522514855,0.8832326037478699,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
432,0.1460983712827161,0.4959141389993221,0.5479663845393747,0.6562205064212835,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1846,0.6262863625313995,0.4959141389993221,0.5090619516036923,0.0468728933158059,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,0.0252815817194716,0.3837629823732406,0.0278032545818578,0.7030933997370894,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1177,0.3943764686816303,0.832367608877567,0.4513161337928837,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2180,0.743213677983956,0.1594606691210773,0.7883317075451441,0.3281102532106417,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2257,0.771979580260919,0.3837629823732406,0.4491242892616109,0.3281102532106417,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2086,0.7158252977878616,0.6080652956254038,0.7422221990639355,0.7030933997370894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2357,0.8022850660400292,0.4959141389993221,0.5837845984543146,0.8437120796845072,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1377,0.4637387569888987,0.3837629823732406,0.7402348358535757,0.1874915732632238,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
209,0.0700105339923831,0.0473095124949957,0.3717065519987255,0.0468728933158059,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
654,0.2270480512114091,0.7202164522514855,0.1634631211665924,0.3281102532106417,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339,0.1156308240823272,0.1594606691210773,0.308132614550725,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1720,0.5804229803095373,0.832367608877567,0.3551428034923582,0.0937457866316119,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1605,0.5427436998622478,0.271611825747159,0.5626669241199713,0.3281102532106417,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
827,0.2817437808929584,0.271611825747159,0.9407850208703716,0.0468728933158059,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1331,0.447937768414229,0.3837629823732406,0.1300411749896923,0.2812373598948357,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1289,0.4305161656267725,0.271611825747159,0.3996403848840133,0.0468728933158059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2075,0.7128271614942063,0.271611825747159,0.4892192566243891,0.0468728933158059,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2178,0.7423223401669233,0.4959141389993221,0.5981600587596039,0.5624747197896716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
213,0.0717932096264484,0.4959141389993221,0.0,0.4687289331580596,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
833,0.283364395105745,0.1594606691210773,0.5072281065771485,0.5156018264738655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1358,0.4583907300867028,0.7202164522514855,0.5038986564358625,0.2343644665790297,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2852,0.9726116198039058,0.6080652956254038,0.53822678884119,0.7499662930528953,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1192,0.4005348026902195,0.6080652956254038,0.6780928133840876,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
284,0.0965886070820841,0.4959141389993221,0.4498215896482604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1982,0.6775788023660968,0.1594606691210773,0.3569349728239817,0.7030933997370894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2677,0.90900251195203,0.271611825747159,0.4009893861088733,0.2343644665790297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1460,0.4960700105339923,0.9445187655036484,0.5210561776211011,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
553,0.1928530913216108,0.6080652956254038,0.560093910106751,0.2812373598948357,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1103,0.3700672554898306,0.7202164522514855,0.4226089132075055,0.2343644665790297,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2565,0.8745644599303136,0.7202164522514855,1.0000000000000004,0.0468728933158059,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2208,0.7528563325500365,0.6080652956254038,0.2801177387448987,0.4218560398422536,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1794,0.6061097155822057,0.832367608877567,0.7931609172293079,0.2343644665790297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2319,0.791507981524998,0.1594606691210773,0.5350162775975411,0.1874915732632238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
923,0.3129406044891014,0.6080652956254038,0.2876598798616503,0.5624747197896716,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
159,0.050482132728304,0.6080652956254038,0.6363758369043837,0.0468728933158059,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1083,0.3636658293493234,0.832367608877567,0.4616325454151089,0.0937457866316119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2911,0.991734867514788,1.0,0.5973295383275037,0.0468728933158059,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
797,0.2712908192204845,0.3837629823732406,0.9191720150032436,0.1874915732632238,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
600,0.209464387002674,0.6080652956254038,0.4288163256054464,0.2812373598948357,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2404,0.8203549145126003,0.7202164522514855,0.5157728866971487,0.6562205064212835,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1029,0.3500526699619156,0.4959141389993221,0.0,0.9374578663161192,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2173,0.741025848796694,0.271611825747159,0.4873231011104297,0.1406186799474178,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
92,0.026334980957783,0.4959141389993221,0.5714896743483644,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1726,0.581800502390406,0.6080652956254038,0.7621002247448323,0.4687289331580596,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1732,0.585933068633012,0.1594606691210773,0.3651443384941051,0.5156018264738655,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
735,0.2492504659265861,0.6080652956254038,0.515970636848603,0.1874915732632238,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2473,0.8403695000405154,0.832367608877567,0.664454655498218,0.0468728933158059,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1850,0.6280690381654648,0.271611825747159,0.6698021289892901,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
33,0.0087513167490478,0.6080652956254038,0.7026395712495574,0.1406186799474178,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2303,0.7872133538611135,0.0473095124949957,0.1661823379080917,0.2812373598948357,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1557,0.529373632606758,1.0,0.2798568904231109,0.5624747197896716,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2670,0.9073818977392432,0.6080652956254038,0.4366456594200145,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552,0.1926910299003322,0.271611825747159,0.4205071726171234,0.6093476131054775,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1828,0.6195608135483349,0.4959141389993221,0.5385661999365321,0.0937457866316119,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2103,0.7219836317964509,0.271611825747159,0.8901018803328067,0.6093476131054775,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313,0.1063933230694433,0.4959141389993221,0.5313003538058729,0.3281102532106417,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2310,0.789320152337736,0.6080652956254038,0.0670971300528648,0.7030933997370894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1442,0.4896685843934851,0.9445187655036484,0.8065115743908007,0.4687289331580596,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1583,0.5367474272749373,0.1594606691210773,0.8069068453610759,0.3749831465264476,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1868,0.633011911514464,0.4959141389993221,0.6860316236606052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2049,0.7030224455068471,1.0,0.6054132199927649,0.5624747197896716,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1072,0.3610728466088647,1.0,0.5106789534623539,0.0937457866316119,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2489,0.845636496232072,0.0473095124949957,0.7930944734020597,0.0468728933158059,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2573,0.8765091969856577,0.3837629823732406,0.3681310781520581,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2805,0.954379709910056,0.832367608877567,0.7786641917811812,0.2343644665790297,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1512,0.5138967668746456,0.4959141389993221,0.3647692937476527,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
447,0.1503929989466007,0.6080652956254038,0.9213000456000864,0.5624747197896716,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
810,0.2760716311482051,0.6080652956254038,0.9918350834719544,0.6093476131054775,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
555,0.1936633984280042,0.3837629823732406,0.1020176695009564,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1636,0.5520622315857711,0.271611825747159,0.6448293287943003,0.0937457866316119,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
807,0.2746941090673365,0.0,0.4258743342164668,0.3281102532106417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1310,0.4396726359290171,0.3837629823732406,0.6933881619967557,0.7030933997370894,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
508,0.1745401507171217,0.7202164522514855,0.1685385648155097,0.0937457866316119,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2478,0.8428004213596954,0.6080652956254038,0.5672811200590946,0.0937457866316119,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2284,0.7808119277206061,0.0473095124949957,0.5215403540168375,0.0937457866316119,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
74,0.0208248926343084,0.1594606691210773,0.453316145781228,0.2343644665790297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1929,0.6572400939956244,0.4959141389993221,0.2728806604914631,0.3749831465264476,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
854,0.2924398346973503,0.6080652956254038,0.6300407465189983,0.1874915732632238,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
673,0.233125354509359,0.6080652956254038,0.5344335895060337,0.4218560398422536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
368,0.124382140831375,0.6080652956254038,0.4382165096403279,0.2343644665790297,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
277,0.0923750101288388,0.4959141389993221,0.0352443486933551,0.4218560398422536,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
540,0.1886394943683656,0.6080652956254038,0.7219416237154817,0.1406186799474178,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1628,0.5489020338708371,0.7202164522514855,0.3237915151259911,0.7968391863687013,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2409,0.822461712989223,0.832367608877567,0.3717748633694642,0.3749831465264476,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2461,0.8384247629851714,0.271611825747159,0.3537079934978897,0.1874915732632238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
488,0.1677335710234178,0.1594606691210773,0.1254317685828714,0.0468728933158059,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2351,0.7998541447208493,0.271611825747159,0.5730832451003396,0.2812373598948357,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1789,0.6048132242119764,0.271611825747159,0.6394722664599151,0.4218560398422536,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1456,0.4946924884531237,0.832367608877567,0.5956000799901746,0.0468728933158059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2082,0.715177052102747,0.4959141389993221,0.8287426908975872,0.0468728933158059,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1842,0.6255570861356454,0.832367608877567,0.4990859116397863,0.0937457866316119,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2162,0.7377035896604813,0.4959141389993221,0.1553391276495119,0.6562205064212835,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2185,0.744672230775464,0.6080652956254038,0.8399636779637838,0.8905849730003133,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
299,0.103638278907706,0.7202164522514855,0.4691190274366597,0.1874915732632238,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
250,0.0815168949031683,1.0,0.614822208794783,0.1874915732632238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2136,0.7285471193582368,0.6080652956254038,0.1441274849554465,0.0468728933158059,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2722,0.9265051454501256,0.6080652956254038,0.4883479655520264,0.3749831465264476,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
485,0.1669232639170245,0.6080652956254038,0.5051185154907869,0.4687289331580596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
892,0.3024066121059882,0.0473095124949957,0.4333984226493146,0.0468728933158059,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
471,0.1588201928530913,0.7202164522514855,0.129459571259638,0.6093476131054775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2742,0.9324203873267968,0.7202164522514855,0.3463372161031159,0.2343644665790297,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1210,0.4053966453285795,0.832367608877567,0.2120878162579944,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2006,0.6873024876428167,0.271611825747159,0.61366575841706,0.6093476131054775,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
582,0.2035491451260027,0.7202164522514855,0.1434611978118005,0.5624747197896716,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2095,0.7179320962644843,0.0473095124949957,0.3897152729847586,0.3749831465264476,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1106,0.3708775625962239,0.4959141389993221,0.1964447527626158,0.7499662930528953,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
136,0.0427842152175674,0.7202164522514855,0.2186883290538359,0.7968391863687013,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,0.6932987602301273,0.3837629823732406,0.2717918971478368,0.6093476131054775,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
89,0.0257677659833076,0.832367608877567,0.6225623455819078,0.2812373598948357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1285,0.4297868892310185,0.4959141389993221,0.4151997140711692,0.1406186799474178,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1384,0.4679523539421441,0.7202164522514855,0.380130059358831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
41,0.0116684223320638,0.832367608877567,0.5211776310544236,0.9374578663161192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1645,0.5553034600113443,0.271611825747159,0.4918290256586135,0.2812373598948357,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1582,0.5366663965642979,1.0,0.5187757392297283,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2481,0.8435296977554494,0.271611825747159,0.9889145858489812,0.0937457866316119,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2052,0.7035086297706832,0.832367608877567,0.4556023260816397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
888,0.3015963049995948,0.7202164522514855,0.3778947375070163,0.4218560398422536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,0.0146665586257191,0.6080652956254038,0.95742961116007,0.5156018264738655,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1921,0.6546471112551657,0.271611825747159,0.3260019344389668,0.1874915732632238,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1157,0.3895956567539097,0.4959141389993221,0.4644299649145837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
929,0.315047402965724,0.6080652956254038,0.4802711549900054,0.6562205064212835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
230,0.0762498987116117,0.3837629823732406,0.4011245567945729,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
903,0.3072684547443481,0.3837629823732406,0.4270111055408043,0.0468728933158059,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
121,0.0358966048132242,1.0,0.4317630282344744,0.6562205064212835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1107,0.3714447775706992,0.832367608877567,0.4187579547103301,0.1874915732632238,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1975,0.6751478810469168,0.3837629823732406,0.497797652904123,0.5624747197896716,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2935,0.999513815736164,0.0,0.7593620959618899,0.7968391863687013,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2149,0.733246900575318,0.3837629823732406,1.0000000000000004,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
479,0.1638440969127299,0.1594606691210773,0.413434377404609,0.2343644665790297,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1380,0.4656834940442427,0.1594606691210773,0.5768484284589079,0.5624747197896716,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1098,0.3681225184344867,0.7202164522514855,0.141665569434453,0.6093476131054775,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
267,0.0884045053075115,0.9445187655036484,0.3498508219331753,0.4218560398422536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2028,0.6950814358641926,0.6080652956254038,0.2428444594200627,0.4218560398422536,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1984,0.6796045701320801,0.0473095124949957,0.3494070784541083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
934,0.316505955757232,0.1594606691210773,0.3656316660266552,0.7030933997370894,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2915,0.9938416659914108,0.3837629823732406,0.969787431016108,0.1406186799474178,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
153,0.0488615185155173,0.3837629823732406,0.0,0.2812373598948357,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1166,0.3912162709666963,0.3837629823732406,0.2861070079119803,0.3281102532106417,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
191,0.0637711692731545,0.7202164522514855,0.6659463863747903,0.5624747197896716,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1505,0.5112227534235476,0.4959141389993221,0.4496961030833613,0.5156018264738655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
812,0.2764767847014018,0.271611825747159,0.2367790218870893,0.2812373598948357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1472,0.4985819625638116,0.0473095124949957,0.4623100866244285,0.3281102532106417,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
113,0.0337898063366015,0.271611825747159,0.8257522492929237,0.2343644665790297,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2004,0.6863301191151447,0.6080652956254038,0.2245774817892973,0.2812373598948357,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
734,0.2485211895308322,0.7202164522514855,0.751369713638395,0.3749831465264476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1980,0.6766874645490641,0.4959141389993221,0.2728735905306485,0.5624747197896716,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
238,0.0776274207924803,0.6080652956254038,0.4549264098134187,0.0937457866316119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
29,0.0076979175107365,0.1594606691210773,0.571369175499755,0.4687289331580596,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262,0.0865407989628069,0.271611825747159,0.5172159644434289,0.0468728933158059,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1579,0.536180212300462,0.3837629823732406,0.4532080314728612,0.5624747197896716,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
124,0.0364638197876995,0.271611825747159,0.0,0.2343644665790297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
